ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
465,-1,-1,0,Server First Paladin to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711750,First paladin on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,11,0,25,,,,,,,,,,,,,,,,,16711748,0,0
233,-1,566,0,Bloodthirsty Berserker <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Get a killing blow while under the effects of the berserker buff in Eye of the Storm.,,,,,,,,,,,,,,,,8323072,14803,5,11,0,38,,,,,,,,,,,,,,,,,16711748,0,0
772,-1,-1,0,Explore Hillsbrad Foothills,,,,,,,,,,,,,,,,16711750,"Explore Hillsbrad Foothills, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711750,14777,5,12,0,1792,,,,,,,,,,,,,,,,,16711748,0,0
1112,-1,-1,0,Eye of the Storm,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,136,0,12,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1101,-1,531,0,C'Thun kills (Temple of Ahn'Qiraj),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14821,5,12,1,1826,,,,,,,,,,,,,,,,,16711680,0,0
1079,-1,554,0,Pathaleon the Calculator kills (The Mechanar),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,12,1,2529,,,,,,,,,,,,,,,,,16711680,0,0
464,-1,-1,0,Server First Priest to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711750,First priest on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,12,0,1523,,,,,,,,,,,,,,,,,16711748,0,0
657,-1,540,0,The Shattered Halls,,,,,,,,,,,,,,,,16712006,Kill Warchief Kargath Bladefist.,,,,,,,,,,,,,,,,16711748,14805,5,12,0,1962,,,,,,,,,,,,,,,,,16711748,0,0
101,-1,-1,0,Ring of Trials matches,,,,,,,,,,,,,,,,16711788,Ring of Trials matches,,,,,,,,,,,,,,,,16711782,152,0,12,1,4,,,,,,,,,,,,,,,,,16711748,0,0
359,-1,-1,0,Number of jumps,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,134,0,12,1,4,,,,,,,,,,,,,,,,,16711748,0,0
968,0,-1,0,Tricks and Treats of Outland,,,,,,,,,,,,,,,,16711748,Visit the candy buckets in Outland.,,,,,,,,,,,,,,,,16711748,158,5,12,0,2952,,,,,,,,,,,,,,,,,16711748,0,0
929,-1,-1,0,Total guild bank space,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,4294967295,191,0,12,1,1,,,,,,,,,,,,,,,,,16711748,0,0
921,-1,-1,0,Total gold from vendors,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,140,0,12,1,1,,,,,,,,,,,,,,,,,16711748,0,0
915,-1,-1,0,Elders of the Alliance,,,,,,,,,,,,,,,,16711750,Honor the Elders which are located in the Alliance capital cities.,,,,,,,,,,,,,,,,16711748,160,5,12,0,305,,,,,,,,,,,,,,,,,16711748,0,0
1026,0,-1,0,Flame Keeper of Kalimdor,,,,,,,,,,,,,,,,16711748,Honor the flames of Kalimdor.,,,,,,,,,,,,,,,,16711748,161,5,12,0,1923,,,,,,,,,,,,,,,,,16711684,0,0
1005,0,-1,0,Know Thy Enemy,,,,,,,,,,,,,,,,16711748,"Get an honorable, killing blow on five different races.",,,,,,,,,,,,,,,,16711748,95,5,12,0,245,,,,,,,,,,,,,,,,,16711684,0,0
976,-1,-1,975,500 Daily Quests Complete,,,,,,,,,,,,,,,,16711750,Complete 500 daily quests.,,,,,,,,,,,,,,,,16711750,96,5,12,0,164,,,,,,,,,,,,,,,,,16711748,0,0
891,-1,-1,0,Giddy Up!,,,,,,,,,,,,,,,,16711748,Learn the apprentice riding skill.,,,,,,,,,,,,,,,,16711748,92,5,12,0,1176,,,,,,,,,,,,,,,,,16711748,0,0
763,0,-1,0,The Burning Crusader,,,,,,,,,,,,,,,,16712006,Raise all of The Burning Crusade dungeon reputations to exalted.,,,,,,,,,,,,,,,,16711748,201,10,12,0,2365,,,,,,,,,,,,,,,,,16711748,0,0
105,-1,-1,0,Warsong Gulch victories,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711756,153,0,12,1,4,,,,,,,,,,,,,,,,,16711748,0,0
873,0,30,0,Frostwolf Perfection,,,,,,,,,,,,,,,,16711744,Win Alterac Valley without losing a tower or captain.,,,,,,,,,,,,,,,,16711744,14801,25,12,0,2898,,,,,,,,,,,,,,,,,16711748,0,0
850,-1,-1,0,Explore Dustwallow Marsh,,,,,,,,,,,,,,,,16711750,"Explore Dustwallow Marsh, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,12,0,2661,,,,,,,,,,,,,,,,,16711748,0,0
202,-1,489,0,Quick Cap <PH> <NYI>,,,,,,,,,,,,,,,,16711744,Grab the flag and capture it under 75 seconds.,,,,,,,,,,,,,,,,7274496,14804,10,12,0,516,,,,,,,,,,,,,,,,,16711748,0,0
164,-1,529,0,Arathi Defender <PH> <NYI>,,,,,,,,,,,,,,,,16711748,"In Arathi Basin battle, interrupt X flag capture attempts.",,,,,,,,,,,,,,,,16711748,14802,10,12,0,2834,,,,,,,,,,,,,,,,,16711748,0,0
148,-1,-1,0,Rock The Boat <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Catch a fish off of a moving boat.,,,,,,,,,,,,,,,,16711750,171,5,12,0,2735,,,,,,,,,,,,,,,,,16711748,0,0
401,-1,-1,400,"2000, 2v2 <PH>",,,,,,,,,,,,,,,,16712004,Earn a 2000 personal rating in the 2v2 bracket of the arena.,,,,,,,,,,,,,,,,16711748,165,10,12,0,1946,,,,,,,,,,,,,,,,,16711748,0,0
820,-1,-1,0,Highest defense,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,143,0,12,1,1,,,,,,,,,,,,,,,,,16711748,0,0
252,-1,-1,0,Winter Gnomes Unite <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Enter a battleground as a Winter Gnome.,,,,,,,,,,,,,,,,16711680,156,5,12,0,4,,,,,,,,,,,,,,,,,16711748,0,0
639,-1,209,0,Zul'Farrak,,,,,,,,,,,,,,,,16711750,Kill Chief Ukorz Sandscalp.,,,,,,,,,,,,,,,,16711748,14808,5,12,0,1698,,,,,,,,,,,,,,,,,16711748,0,0
217,-1,566,0,Thanks For Keeping It Warm <PH> <NYI>,,,,,,,,,,,,,,,,16711748,"In Eye of the Storm, get a killing blow on an enemy flag carrier, pick up the flag and capture it at one of your bases.",,,,,,,,,,,,,,,,16711748,14803,10,12,0,2838,,,,,,,,,,,,,,,,,16711748,0,0
479,-1,595,0,Caverns of Time: Stratholme,,,,,,,,,,,,,,,,16711750,Kill all of the bosses in Caverns of Time: Stratholme.,,,,,,,,,,,,,,,,16711748,14806,5,12,0,2413,,,,,,,,,,,,,,,,,16711748,0,0
162,-1,529,0,We Had It All Along *cough*,,,,,,,,,,,,,,,,16711748,Win Arathi Basin by 10 points (2000 to 1990).,,,,,,,,,,,,,,,,16711750,14802,10,13,0,1876,,,,,,,,,,,,,,,,,16711748,0,0
405,-1,-1,403,"2000, 3v3 <PH>",,,,,,,,,,,,,,,,16712004,Earn a 2000 personal rating in the 3v3 bracket of the arena.,,,,,,,,,,,,,,,,16711748,165,10,13,0,1947,,,,,,,,,,,,,,,,,16711748,0,0
582,-1,30,0,Alterac Valley All-Star,,,,,,,,,,,,,,,,16711750,"In a single Alterac Valley battle, assault a graveyard, defend a graveyard, assault a tower, defend a tower and slay someone in the Field of Strife.",,,,,,,,,,,,,,,,16711748,14801,25,13,0,2268,,,,,,,,,,,,,,,,,16711748,0,0
215,-1,566,0,That's Gotta Hurt <PH> <NYI>,,,,,,,,,,,,,,,,16711748,"In Eye of the Storm, get a killing blow on an enemy who is still on the starting rock.",,,,,,,,,,,,,,,,16711748,14803,5,13,0,2281,,,,,,,,,,,,,,,,,16711748,0,0
930,-1,-1,0,Total bag space,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,4294967295,191,0,13,1,1,,,,,,,,,,,,,,,,,16711748,0,0
463,-1,-1,0,Server First Warlock to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711748,First warlock on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,13,0,155,,,,,,,,,,,,,,,,,16711748,0,0
1080,-1,553,0,Warp Splinter kills (The Botanica),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,13,1,2794,,,,,,,,,,,,,,,,,16711680,0,0
1146,-1,-1,0,Total gold spent on travel,,,,,,,,,,,,,,,,8323072,,,,,,,,,,,,,,,,,8323072,140,0,13,1,1,,,,,,,,,,,,,,,,,8323072,0,0
889,-1,-1,891,Fast and Furious,,,,,,,,,,,,,,,,16711744,Learn the journeyman riding skill.,,,,,,,,,,,,,,,,16711748,92,5,13,0,836,,,,,,,,,,,,,,,,,16711748,0,0
658,-1,554,0,The Mechanar,,,,,,,,,,,,,,,,16712006,Kill Pathaleon the Calculator.,,,,,,,,,,,,,,,,16711750,14805,5,13,0,2529,,,,,,,,,,,,,,,,,16711748,0,0
977,-1,-1,976,1000 Daily Quests Complete,,,,,,,,,,,,,,,,16711750,Complete 1000 daily quests.,,,,,,,,,,,,,,,,16711750,96,5,13,0,164,,,,,,,,,,,,,,,,,16711748,0,0
971,0,-1,0,Tricks and Treats of Azeroth,,,,,,,,,,,,,,,,16711748,"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.",,,,,,,,,,,,,,,,16711748,158,20,13,0,1743,,,,,,,,,,,,,,,,,16711748,0,0
849,-1,-1,0,Explore Feralas,,,,,,,,,,,,,,,,16711750,"Explore Feralas, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,13,0,266,,,,,,,,,,,,,,,,,16711748,0,0
206,-1,489,0,Supreme Defender <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Kill X flag carriers in Warsong Gulch.,,,,,,,,,,,,,,,,16711748,14804,10,13,0,2222,,,,,,,,,,,,,,,,,16711748,0,0
640,-1,349,0,Maraudon,,,,,,,,,,,,,,,,16712006,Kill Princess Theradras.,,,,,,,,,,,,,,,,16711748,14808,5,13,0,2289,,,,,,,,,,,,,,,,,16711748,0,0
782,-1,-1,0,Explore Swamp of Sorrows,,,,,,,,,,,,,,,,16711750,"Explore Swamp of Sorrows, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,13,0,2660,,,,,,,,,,,,,,,,,16711748,0,0
764,1,-1,0,The Burning Crusader,,,,,,,,,,,,,,,,16711750,Raise all of The Burning Crusade dungeon reputations to exalted.,,,,,,,,,,,,,,,,16711748,201,10,13,0,2365,,,,,,,,,,,,,,,,,16711748,0,0
1050,-1,-1,0,Highest dodge chance,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,13,1,1,,,,,,,,,,,,,,,,,16711680,0,0
100,-1,-1,0,Ring of Trials victories,,,,,,,,,,,,,,,,16711788,Ring of Trials victories,,,,,,,,,,,,,,,,16711782,152,0,13,1,4,,,,,,,,,,,,,,,,,16711748,0,0
247,-1,-1,0,"Make Love, Not Warcraft",,,,,,,,,,,,,,,,16711680,Emote /hug on 10 dead enemies before they release corpse.,,,,,,,,,,,,,,,,16711744,95,5,13,0,1853,,,,,,,,,,,,,,,,,16711748,0,0
54,-1,566,0,Eye of the Storm games,,,,,,,,,,,,,,,,16711750,Total Eye of the Storm Games. [PH],,,,,,,,,,,,,,,,16711884,153,0,13,1,1,,,,,,,,,,,,,,,,,16711748,0,0
1027,0,530,0,Flame Keeper of Outland,,,,,,,,,,,,,,,,16711748,Honor the flames of Outland.,,,,,,,,,,,,,,,,16711748,161,5,13,0,1923,,,,,,,,,,,,,,,,,16711684,0,0
913,-1,-1,0,To Honor One's Elders,,,,,,,,,,,,,,,,16711748,"Complete the achievements to honor the Elders of Eastern Kingdoms, Kalimdor and the dungeons.",,,,,,,,,,,,,,,,16711748,160,50,13,0,2136,,,,,,,,,,,,,,,,,16711748,0,0
147,-1,-1,0,Rainy Day <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Catch a fish while it's raining. [PH],,,,,,,,,,,,,,,,16711748,171,5,13,0,62,,,,,,,,,,,,,,,,,16711748,0,0
489,-1,574,0,Heroic Utgarde Keep <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the Utgrade Keep bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,13,0,2813,,,,,,,,,,,,,,,,,16711748,0,0
31,-1,-1,0,A Simple Re-Quest,,,,,,,,,,,,,,,,16711750,Complete a daily quest every day for five consecutive days.,,,,,,,,,,,,,,,,16711750,96,10,14,0,2893,,,,,,,,,,,,,,,,,16711748,0,0
50,-1,566,0,Eye of the Storm victories,,,,,,,,,,,,,,,,16711750,Total Eye of the Storm Victories. [PH],,,,,,,,,,,,,,,,16711884,153,0,14,1,1,,,,,,,,,,,,,,,,,16711748,0,0
99,-1,-1,0,Ruins of Lordaeron matches,,,,,,,,,,,,,,,,16711756,Ruins of Lordaeron matches,,,,,,,,,,,,,,,,16711750,152,0,14,0,4,,,,,,,,,,,,,,,,,16711748,0,0
149,-1,-1,0,Drinkin' and Fishin' <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Fish up some booze.,,,,,,,,,,,,,,,,16711750,171,5,14,0,1763,,,,,,,,,,,,,,,,,16711748,0,0
490,-1,576,0,Heroic The Nexus <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of The Nexus bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,14,0,56,,,,,,,,,,,,,,,,,16711748,0,0
706,0,-1,0,Frostwolf Howler,,,,,,,,,,,,,,,,16712004,Obtain a Frostwolf Howler.,,,,,,,,,,,,,,,,16711748,14801,5,14,0,2826,,,,,,,,,,,,,,,,,16711748,0,0
1036,0,-1,0,The Fires of Azeroth,,,,,,,,,,,,,,,,16711748,"Complete the Flame Keeper of Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,16711748,161,10,14,0,12,,,,,,,,,,,,,,,,,16711684,0,0
710,0,-1,0,The Defiler,,,,,,,,,,,,,,,,16711748,Gain exalted reputation with The Forsaken Defilers.,,,,,,,,,,,,,,,,16711684,14802,30,14,0,2847,,,,,,,,,,,,,,,,,16711748,0,0
1081,-1,552,0,Harbinger Skyriss kills (The Arcatraz),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,14,1,2313,,,,,,,,,,,,,,,,,16711680,0,0
1051,-1,-1,0,Highest block chance,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,14,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1147,-1,-1,0,Total gold spent at barber shops,,,,,,,,,,,,,,,,8323072,,,,,,,,,,,,,,,,,8323072,140,0,14,1,1,,,,,,,,,,,,,,,,,8323072,0,0
890,-1,-1,889,Into The Wild Blue Yonder,,,,,,,,,,,,,,,,16711744,Learn the expert riding skill.,,,,,,,,,,,,,,,,16711748,92,5,14,0,2054,,,,,,,,,,,,,,,,,16711748,0,0
1043,-1,-1,0,Greed rolls made on loot,,,,,,,,,,,,,,,,16711748,,,,,,,,,,,,,,,,,16711748,191,0,14,1,1,,,,,,,,,,,,,,,,,16711684,0,0
765,-1,-1,0,Explore Badlands,,,,,,,,,,,,,,,,16711750,"Explore Badlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,14,0,21,,,,,,,,,,,,,,,,,16711748,0,0
659,-1,553,0,The Botanica,,,,,,,,,,,,,,,,16712006,Kill Warp Splinter.,,,,,,,,,,,,,,,,16711748,14805,5,14,0,2794,,,,,,,,,,,,,,,,,16711748,0,0
1171,-1,-1,0,Master of Eye of the Storm,,,,,,,,,,,,,,,,0,Complete the Eye of the Storm achievements listed below.,,,,,,,,,,,,,,,,0,14803,50,14,0,1931,,,,,,,,,,,,,,,,,0,0,0
893,-1,-1,0,Cenarion War Hippogryph,,,,,,,,,,,,,,,,16711780,Obtain the Cenarion War Hippogryph from the Cenarian Expedition in Zangarmarsh.,,,,,,,,,,,,,,,,16711748,201,5,14,0,2554,,,,,,,,,,,,,,,,,16711748,0,0
641,-1,109,0,Sunken Temple,,,,,,,,,,,,,,,,16712006,Kill Shade of Eranikus.,,,,,,,,,,,,,,,,16711748,14808,5,14,0,2805,,,,,,,,,,,,,,,,,16711748,0,0
963,1,-1,0,Tricks and Treats of Kalimdor,,,,,,,,,,,,,,,,16711748,Visit the candy buckets in Kalimdor.,,,,,,,,,,,,,,,,16711748,158,5,14,0,2950,,,,,,,,,,,,,,,,,16711748,0,0
851,-1,-1,0,Explore Tanaris Desert,,,,,,,,,,,,,,,,16711750,"Explore Tanaris Desert, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,14,0,1645,,,,,,,,,,,,,,,,,16711748,0,0
462,-1,-1,0,Server First Hunter to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711748,First hunter on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,14,0,2831,,,,,,,,,,,,,,,,,16711748,0,0
404,-1,-1,407,"2000, 5v5 <PH>",,,,,,,,,,,,,,,,16712004,Earn a 2000 personal rating in the 5v5 bracket of the arena.,,,,,,,,,,,,,,,,16711748,165,10,14,0,1948,,,,,,,,,,,,,,,,,16711748,0,0
389,-1,-1,0,Gurubashi Arena Master,,,,,,,,,,,,,,,,16711748,Loot the Arena Master trinket from the Gurubashi Arena.,,,,,,,,,,,,,,,,16711748,95,5,14,0,2977,,,,,,,,,,,,,,,,,16711748,1,0
207,-1,489,0,Save The Day <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Kill the enemy who is carrying your flag in the opposing team's flag room.,,,,,,,,,,,,,,,,16711748,14804,10,14,0,2119,,,,,,,,,,,,,,,,,16711748,0,0
33,-1,571,0,Nothing Boring About Borean,,,,,,,,,,,,,,,,16711750,Complete 140 quests in Boren Tundra.,,,,,,,,,,,,,,,,16711750,96,5,15,0,2886,,,,,,,,,,,,,,,,,16711748,0,0
396,-1,-1,0,Gurubashi Arena Grand Master,,,,,,,,,,,,,,,,16711748,Complete Short John Mithril's quest to obtain the Arena Grand Master trinket.,,,,,,,,,,,,,,,,16711748,95,10,15,0,2555,,,,,,,,,,,,,,,,,16711748,1,0
852,-1,-1,0,Explore Azshara,,,,,,,,,,,,,,,,16711750,"Explore Azshara, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,15,0,1883,,,,,,,,,,,,,,,,,16711748,0,0
1159,-1,-1,401,"2200, 2v2 <PH>",,,,,,,,,,,,,,,,7274496,Earn a 2200 personal rating in the 2v2 bracket of the arena.,,,,,,,,,,,,,,,,7274496,165,50,15,0,1946,,,,,,,,,,,,,,,,,7274496,0,0
1082,-1,585,0,Kael'thas Sunstrider kills (Magister's Terrace),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,15,1,2787,,,,,,,,,,,,,,,,,16711680,0,0
1052,-1,-1,0,Highest parry chance,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,15,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1148,-1,-1,0,Total gold spent on postage,,,,,,,,,,,,,,,,8323072,,,,,,,,,,,,,,,,,8323072,140,0,15,1,1,,,,,,,,,,,,,,,,,8323072,0,0
393,-1,-1,0,Alterac Valley towers defended,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16729468,153,0,15,1,1243604,,,,,,,,,,,,,,,,,16711748,0,0
461,-1,-1,0,Server First Death Knight to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711750,First death knight on the server to achieve level 80.,,,,,,,,,,,,,,,,16711750,81,0,15,0,2639,,,,,,,,,,,,,,,,,16711748,0,0
1031,0,-1,0,Extinguishing Eastern Kingdoms,,,,,,,,,,,,,,,,16711748,Desecrate the Alliance's bonfires in Eastern Kingdoms.,,,,,,,,,,,,,,,,16711748,161,5,15,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
894,-1,-1,0,Flying High Over Skettis,,,,,,,,,,,,,,,,16711748,Earn exalted status within the Sha'tari Skyguard.,,,,,,,,,,,,,,,,16711748,201,5,15,0,2422,,,,,,,,,,,,,,,,,16711748,0,0
892,-1,-1,890,The Right Stuff,,,,,,,,,,,,,,,,16711748,Learn the artisan riding skill.,,,,,,,,,,,,,,,,16711748,92,20,15,0,2055,,,,,,,,,,,,,,,,,16711748,0,0
1044,-1,-1,0,Need rolls made on loot,,,,,,,,,,,,,,,,16711748,,,,,,,,,,,,,,,,,16711748,191,0,15,1,1,,,,,,,,,,,,,,,,,16711684,0,0
660,-1,552,0,The Arcatraz,,,,,,,,,,,,,,,,16712006,Kill Harbinger Skyriss.,,,,,,,,,,,,,,,,16711750,14805,5,15,0,2313,,,,,,,,,,,,,,,,,16711748,0,0
642,-1,230,0,Blackrock Depths,,,,,,,,,,,,,,,,16712006,Kill Emperor Dagran Thaurissan.,,,,,,,,,,,,,,,,16711748,14808,5,15,0,2302,,,,,,,,,,,,,,,,,16711748,0,0
1172,1,-1,0,Master of Warsong Gulch,,,,,,,,,,,,,,,,6946816,Complete the Warsong Gulch achievements listed below.,,,,,,,,,,,,,,,,6946816,14804,50,15,0,2835,,,,,,,,,,,,,,,,,6946816,0,0
966,1,-1,0,Tricks and Treats of Eastern Kingdoms,,,,,,,,,,,,,,,,16711748,Visit the candy buckets in Eastern Kingdoms.,,,,,,,,,,,,,,,,16711748,158,5,15,0,2951,,,,,,,,,,,,,,,,,16711748,0,0
781,-1,-1,0,Explore Stranglethorn Vale,,,,,,,,,,,,,,,,16711750,"Explore Stranglethorn Vale, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,15,0,2868,,,,,,,,,,,,,,,,,16711748,0,0
711,1,-1,0,Knight of Arathor,,,,,,,,,,,,,,,,16711750,Gain exalted reputation with The League of Arathor.,,,,,,,,,,,,,,,,16711748,14802,30,15,0,1934,,,,,,,,,,,,,,,,,16711748,0,0
707,1,-1,0,Stormpike Battle Charger,,,,,,,,,,,,,,,,16711748,Obtain a Stormpike Battle Charger.,,,,,,,,,,,,,,,,16711748,14801,5,15,0,2827,,,,,,,,,,,,,,,,,16711748,0,0
491,-1,601,0,Heroic Azjol-Nerub  <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the Azjol-Nerub bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,15,0,1899,,,,,,,,,,,,,,,,,16711748,0,0
102,-1,-1,0,Ruins of Lordaeron victories,,,,,,,,,,,,,,,,16711788,Ruins of Lordaeron victories,,,,,,,,,,,,,,,,16711782,152,0,15,1,4,,,,,,,,,,,,,,,,,16711748,0,0
151,-1,-1,0,Hurry Up and Fish <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Fish in X nodes in Y minutes.,,,,,,,,,,,,,,,,16711748,171,5,15,0,1784,,,,,,,,,,,,,,,,,16711748,0,0
34,-1,571,0,I've Toured the Fjord,,,,,,,,,,,,,,,,16711750,Complete 110 quests in Howling Fjord.,,,,,,,,,,,,,,,,16711750,96,5,16,0,2885,,,,,,,,,,,,,,,,,16711748,0,0
1032,0,-1,0,Extinguishing Kalimdor,,,,,,,,,,,,,,,,16711748,Desecrate the Alliance's bonfires in Kalimdor.,,,,,,,,,,,,,,,,16711748,161,5,16,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
1173,0,-1,0,Master of Warsong Gulch,,,,,,,,,,,,,,,,6946816,Complete the Warsong Gulch achievements listed below.,,,,,,,,,,,,,,,,6946816,14804,50,16,0,2835,,,,,,,,,,,,,,,,,6946816,0,0
896,-1,-1,0,A Quest a Day Keeps the Ogres at Bay,,,,,,,,,,,,,,,,16711744,Earn exalted status within Ogri'la.,,,,,,,,,,,,,,,,16711748,201,5,16,0,2448,,,,,,,,,,,,,,,,,16711748,0,0
760,-1,-1,0,Explore Alterac Mountains,,,,,,,,,,,,,,,,16711750,"Explore Alterac Mountains, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711750,14777,5,16,0,161,,,,,,,,,,,,,,,,,16711748,0,0
1160,-1,-1,405,"2200, 3v3 <PH>",,,,,,,,,,,,,,,,7274496,Earn a 2200 personal rating in the 3v3 bracket of the arena.,,,,,,,,,,,,,,,,7274496,165,50,16,0,1947,,,,,,,,,,,,,,,,,7274496,0,0
1083,-1,532,0,Prince Malchezaar kills (Karazhan),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,16,1,2294,,,,,,,,,,,,,,,,,16711680,0,0
1053,-1,-1,0,Highest resilience,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,16,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1150,-1,-1,0,Total gold spent on talent tree respecs,,,,,,,,,,,,,,,,8323072,,,,,,,,,,,,,,,,,8323072,140,0,16,1,1,,,,,,,,,,,,,,,,,8323072,0,0
661,-1,585,0,Magister's Terrace,,,,,,,,,,,,,,,,16712006,Kill Kael'thas Sunstrider.,,,,,,,,,,,,,,,,16711750,14805,5,16,0,2787,,,,,,,,,,,,,,,,,16711748,0,0
853,-1,-1,0,Explore Felwood,,,,,,,,,,,,,,,,16711750,"Explore Felwood, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,16,0,1960,,,,,,,,,,,,,,,,,16711748,0,0
969,1,-1,0,Tricks and Treats of Outland,,,,,,,,,,,,,,,,16711748,Visit the candy buckets in Outland.,,,,,,,,,,,,,,,,16711748,158,5,16,0,2952,,,,,,,,,,,,,,,,,16711748,0,0
964,-1,-1,0,Going Down?,,,,,,,,,,,,,,,,16711748,Fall 65 yards without dying.,,,,,,,,,,,,,,,,16711748,92,5,16,0,2901,,,,,,,,,,,,,,,,,16711748,0,0
643,-1,229,0,Blackrock Spire,,,,,,,,,,,,,,,,16712006,Kill the Black Dragonflight of Blackrock Spire.,,,,,,,,,,,,,,,,16711748,14808,5,16,0,1551,,,,,,,,,,,,,,,,,16711748,0,0
708,0,-1,0,Hero of the Frostwolf Clan,,,,,,,,,,,,,,,,16711748,Gain exalted reputation with the Frostwolf Clan.,,,,,,,,,,,,,,,,16711748,14801,10,16,0,2828,,,,,,,,,,,,,,,,,16711748,0,0
388,1,-1,0,City Defender,,,,,,,,,,,,,,,,16711748,Kill 50 enemy players in any of your home cities.,,,,,,,,,,,,,,,,16711748,95,10,16,8,316,,,,,,,,,,,,,,,,,16711748,0,0
